Date,AveragePrice,Total_Volume,4046,4225,4770,Total_Bags,type,region
2016-01-10,1.17,2848097.0,996833.95,996833.95,142404.85,712024.25,conventional,California
2016-01-10,1.44,125560.34,43946.12,43946.12,6278.02,31390.08,organic,California
2016-01-10,1.0,3817857.34,1336250.07,1336250.07,190892.87,954464.34,conventional,West
2016-01-10,1.57,181156.59,63404.81,63404.81,9057.83,45289.15,organic,West
2016-01-10,1.09,2731603.3,956061.15,956061.15,136580.16,682900.82,conventional,Northeast
2016-01-10,1.88,114047.87,39916.76,39916.76,5702.39,28511.97,organic,Northeast
2016-01-10,1.36,2022770.5,707969.68,707969.68,101138.53,505692.63,conventional,Southeast
2016-01-10,1.8,94179.82,32962.94,32962.94,4708.99,23544.95,organic,Southeast
2016-01-10,1.23,1910046.99,668516.45,668516.45,95502.35,477511.75,conventional,Great_Lakes
2016-01-10,1.53,109317.41,38261.09,38261.09,5465.87,27329.35,organic,Great_Lakes
2016-01-10,1.13,1773834.77,620842.17,620842.17,88691.74,443458.69,conventional,MidSouth
2016-01-10,1.75,81433.35,28501.67,28501.67,4071.67,20358.34,organic,MidSouth
2016-01-10,1.16,3521936.26,1232677.69,1232677.69,176096.81,880484.07,conventional,SouthCentral
2016-01-10,1.48,164178.14,57462.35,57462.35,8208.91,41044.53,organic,SouthCentral
2016-01-17,1.08,2527819.98,884736.99,884736.99,126391.0,631955.0,conventional,California
2016-01-17,1.64,121624.58,42568.6,42568.6,6081.23,30406.15,organic,California
2016-01-17,1.3,2603062.14,911071.75,911071.75,130153.11,650765.54,conventional,West
2016-01-17,1.5,180971.96,63340.19,63340.19,9048.6,45242.99,organic,West
2016-01-17,1.27,2334197.7,816969.2,816969.2,116709.89,583549.43,conventional,Northeast
2016-01-17,1.62,106491.63,37272.07,37272.07,5324.58,26622.91,organic,Northeast
2016-01-17,1.11,2565453.61,897908.76,897908.76,128272.68,641363.4,conventional,Southeast
2016-01-17,1.93,93372.3,32680.31,32680.31,4668.62,23343.08,organic,Southeast
2016-01-17,1.1,2091362.59,731976.91,731976.91,104568.13,522840.65,conventional,Great_Lakes
2016-01-17,1.67,80055.44,28019.4,28019.4,4002.77,20013.86,organic,Great_Lakes
2016-01-17,1.18,1723427.06,603199.47,603199.47,86171.35,430856.77,conventional,MidSouth
2016-01-17,1.58,73832.36,25841.33,25841.33,3691.62,18458.09,organic,MidSouth
2016-01-17,1.2,2866666.17,1003333.16,1003333.16,143333.31,716666.54,conventional,SouthCentral
2016-01-17,1.47,126140.07,44149.02,44149.02,6307.0,31535.02,organic,SouthCentral
2016-01-24,1.15,3129912.3,1095469.3,1095469.3,156495.61,782478.07,conventional,California
2016-01-24,1.9,94170.75,32959.76,32959.76,4708.54,23542.69,organic,California
2016-01-24,1.09,3207542.26,1122639.79,1122639.79,160377.11,801885.57,conventional,West
2016-01-24,1.5,154352.27,54023.3,54023.3,7717.61,38588.07,organic,West
2016-01-24,1.23,2572244.63,900285.62,900285.62,128612.23,643061.16,conventional,Northeast
2016-01-24,1.63,112860.93,39501.32,39501.32,5643.05,28215.23,organic,Northeast
2016-01-24,1.06,2332711.04,816448.87,816448.87,116635.55,583177.76,conventional,Southeast
2016-01-24,1.62,108572.43,38000.35,38000.35,5428.62,27143.11,organic,Southeast
2016-01-24,1.24,1846472.74,646265.46,646265.46,92323.64,461618.18,conventional,Great_Lakes
2016-01-24,1.87,78309.45,27408.31,27408.31,3915.47,19577.36,organic,Great_Lakes
2016-01-24,1.15,1704570.5,596599.67,596599.67,85228.52,426142.62,conventional,MidSouth
2016-01-24,1.29,128788.25,45075.89,45075.89,6439.41,32197.06,organic,MidSouth
2016-01-24,1.22,2858350.05,1000422.52,1000422.52,142917.5,714587.51,conventional,SouthCentral
2016-01-24,1.66,148180.91,51863.32,51863.32,7409.05,37045.23,organic,SouthCentral
2016-01-31,0.99,3115692.75,1090492.46,1090492.46,155784.64,778923.19,conventional,California
2016-01-31,1.77,96717.13,33851.0,33851.0,4835.86,24179.28,organic,California
2016-01-31,1.18,2511134.11,878896.94,878896.94,125556.71,627783.53,conventional,West
2016-01-31,1.72,121568.57,42549.0,42549.0,6078.43,30392.14,organic,West
2016-01-31,0.99,3352124.06,1173243.42,1173243.42,167606.2,838031.01,conventional,Northeast
2016-01-31,1.54,116216.14,40675.65,40675.65,5810.81,29054.03,organic,Northeast
2016-01-31,1.17,2421015.03,847355.26,847355.26,121050.75,605253.76,conventional,Southeast
2016-01-31,1.5,118035.27,41312.35,41312.35,5901.76,29508.82,organic,Southeast
2016-01-31,1.19,2187529.73,765635.4,765635.4,109376.49,546882.43,conventional,Great_Lakes
2016-01-31,1.68,91659.54,32080.84,32080.84,4582.98,22914.88,organic,Great_Lakes
2016-01-31,1.07,1995736.91,698507.92,698507.92,99786.85,498934.23,conventional,MidSouth
2016-01-31,1.49,70670.05,24734.52,24734.52,3533.5,17667.51,organic,MidSouth
2016-01-31,1.19,3241779.33,1134622.77,1134622.77,162088.97,810444.83,conventional,SouthCentral
2016-01-31,1.3,184513.47,64579.72,64579.72,9225.67,46128.37,organic,SouthCentral
2016-02-07,1.21,3142729.85,1099955.45,1099955.45,157136.49,785682.46,conventional,California
2016-02-07,1.65,118625.96,41519.09,41519.09,5931.3,29656.49,organic,California
2016-02-07,1.13,3457724.91,1210203.72,1210203.72,172886.25,864431.23,conventional,West
2016-02-07,1.55,137965.85,48288.05,48288.05,6898.29,34491.46,organic,West
2016-02-07,1.1,2597081.94,908978.68,908978.68,129854.1,649270.48,conventional,Northeast
2016-02-07,1.67,138164.95,48357.73,48357.73,6908.25,34541.24,organic,Northeast
2016-02-07,1.18,2245435.43,785902.4,785902.4,112271.77,561358.86,conventional,Southeast
2016-02-07,1.61,94944.99,33230.75,33230.75,4747.25,23736.25,organic,Southeast
2016-02-07,1.24,2063056.97,722069.94,722069.94,103152.85,515764.24,conventional,Great_Lakes
2016-02-07,1.62,144400.51,50540.18,50540.18,7220.03,36100.13,organic,Great_Lakes
2016-02-07,1.18,1730439.58,605653.85,605653.85,86521.98,432609.89,conventional,MidSouth
2016-02-07,1.59,101522.9,35533.01,35533.01,5076.14,25380.72,organic,MidSouth
2016-02-07,1.16,2923785.11,1023324.79,1023324.79,146189.26,730946.28,conventional,SouthCentral
2016-02-07,1.79,123786.49,43325.27,43325.27,6189.32,30946.62,organic,SouthCentral
2016-02-14,1.34,2569740.67,899409.23,899409.23,128487.03,642435.17,conventional,California
2016-02-14,1.58,154776.71,54171.85,54171.85,7738.84,38694.18,organic,California
2016-02-14,1.16,3226664.23,1129332.48,1129332.48,161333.21,806666.06,conventional,West
2016-02-14,1.72,117545.61,41140.96,41140.96,5877.28,29386.4,organic,West
2016-02-14,1.09,3100089.3,1085031.26,1085031.26,155004.47,775022.33,conventional,Northeast
2016-02-14,1.6,120134.39,42047.04,42047.04,6006.72,30033.6,organic,Northeast
2016-02-14,1.05,2734619.47,957116.81,957116.81,136730.97,683654.87,conventional,Southeast
2016-02-14,1.96,74051.1,25917.89,25917.89,3702.56,18512.78,organic,Southeast
2016-02-14,1.15,2542751.29,889962.95,889962.95,127137.56,635687.82,conventional,Great_Lakes
2016-02-14,1.64,108267.15,37893.5,37893.5,5413.36,27066.79,organic,Great_Lakes
2016-02-14,1.04,2216670.97,775834.84,775834.84,110833.55,554167.74,conventional,MidSouth
2016-02-14,1.62,96588.11,33805.84,33805.84,4829.41,24147.03,organic,MidSouth
2016-02-14,1.27,3612975.2,1264541.32,1264541.32,180648.76,903243.8,conventional,SouthCentral
2016-02-14,1.74,142780.72,49973.25,49973.25,7139.04,35695.18,organic,SouthCentral
2016-02-21,1.17,2709697.26,948394.04,948394.04,135484.86,677424.32,conventional,California
2016-02-21,1.7,118700.96,41545.34,41545.34,5935.05,29675.24,organic,California
2016-02-21,1.17,3312855.6,1159499.46,1159499.46,165642.78,828213.9,conventional,West
2016-02-21,1.5,176634.36,61822.03,61822.03,8831.72,44158.59,organic,West
2016-02-21,1.28,2298050.3,804317.6,804317.6,114902.51,574512.57,conventional,Northeast
2016-02-21,1.33,154978.65,54242.53,54242.53,7748.93,38744.66,organic,Northeast
2016-02-21,1.28,2071581.3,725053.46,725053.46,103579.07,517895.33,conventional,Southeast
2016-02-21,1.5,116941.06,40929.37,40929.37,5847.05,29235.27,organic,Southeast
2016-02-21,1.23,2178095.71,762333.5,762333.5,108904.79,544523.93,conventional,Great_Lakes
2016-02-21,1.61,101974.54,35691.09,35691.09,5098.73,25493.64,organic,Great_Lakes
2016-02-21,1.11,1840632.13,644221.24,644221.24,92031.61,460158.03,conventional,MidSouth
2016-02-21,1.89,67247.49,23536.62,23536.62,3362.37,16811.87,organic,MidSouth
2016-02-21,1.27,3307332.4,1157566.34,1157566.34,165366.62,826833.1,conventional,SouthCentral
2016-02-21,1.8,125498.18,43924.36,43924.36,6274.91,31374.54,organic,SouthCentral
2016-02-28,1.19,2720935.51,952327.43,952327.43,136046.78,680233.88,conventional,California
2016-02-28,1.51,150300.12,52605.04,52605.04,7515.01,37575.03,organic,California
2016-02-28,1.03,3822130.67,1337745.73,1337745.73,191106.53,955532.67,conventional,West
2016-02-28,1.58,148561.18,51996.41,51996.41,7428.06,37140.29,organic,West
2016-02-28,1.18,2524184.61,883464.61,883464.61,126209.23,631046.15,conventional,Northeast
2016-02-28,1.74,105338.83,36868.59,36868.59,5266.94,26334.71,organic,Northeast
2016-02-28,1.24,1944009.14,680403.2,680403.2,97200.46,486002.29,conventional,Southeast
2016-02-28,1.67,127236.11,44532.64,44532.64,6361.81,31809.03,organic,Southeast
2016-02-28,1.05,2416773.5,845870.72,845870.72,120838.67,604193.37,conventional,Great_Lakes
2016-02-28,1.73,97312.99,34059.55,34059.55,4865.65,24328.25,organic,Great_Lakes
2016-02-28,1.19,1900600.19,665210.07,665210.07,95030.01,475150.05,conventional,MidSouth
2016-02-28,1.75,87616.16,30665.66,30665.66,4380.81,21904.04,organic,MidSouth
2016-02-28,1.19,3117783.34,1091224.17,1091224.17,155889.17,779445.84,conventional,SouthCentral
2016-02-28,1.75,165129.06,57795.17,57795.17,8256.45,41282.26,organic,SouthCentral
2016-03-06,1.14,2718852.6,951598.41,951598.41,135942.63,679713.15,conventional,California
2016-03-06,1.82,111425.59,38998.96,38998.96,5571.28,27856.4,organic,California
2016-03-06,0.93,4296289.71,1503701.4,1503701.4,214814.49,1074072.43,conventional,West
2016-03-06,1.57,148347.66,51921.68,51921.68,7417.38,37086.91,organic,West
2016-03-06,1.18,2649431.59,927301.06,927301.06,132471.58,662357.9,conventional,Northeast
2016-03-06,1.76,105947.62,37081.67,37081.67,5297.38,26486.9,organic,Northeast
2016-03-06,1.2,2238984.81,783644.68,783644.68,111949.24,559746.2,conventional,Southeast
2016-03-06,1.76,104683.9,36639.36,36639.36,5234.19,26170.97,organic,Southeast
2016-03-06,1.06,2810772.08,983770.23,983770.23,140538.6,702693.02,conventional,Great_Lakes
2016-03-06,1.57,121732.58,42606.4,42606.4,6086.63,30433.14,organic,Great_Lakes
2016-03-06,1.19,2151065.11,752872.79,752872.79,107553.26,537766.28,conventional,MidSouth
2016-03-06,1.62,86455.3,30259.36,30259.36,4322.77,21613.83,organic,MidSouth
2016-03-06,1.15,3305807.3,1157032.56,1157032.56,165290.37,826451.83,conventional,SouthCentral
2016-03-06,1.77,116333.21,40716.62,40716.62,5816.66,29083.3,organic,SouthCentral
2016-03-13,1.04,2999271.57,1049745.05,1049745.05,149963.58,749817.89,conventional,California
2016-03-13,1.79,136456.61,47759.81,47759.81,6822.83,34114.15,organic,California
2016-03-13,1.14,3083636.66,1079272.83,1079272.83,154181.83,770909.17,conventional,West
2016-03-13,1.66,154538.31,54088.41,54088.41,7726.92,38634.58,organic,West
2016-03-13,1.06,3061314.86,1071460.2,1071460.2,153065.74,765328.72,conventional,Northeast
2016-03-13,1.8,112498.62,39374.52,39374.52,5624.93,28124.65,organic,Northeast
2016-03-13,1.17,2562530.5,896885.67,896885.67,128126.52,640632.62,conventional,Southeast
2016-03-13,1.24,177283.09,62049.08,62049.08,8864.15,44320.77,organic,Southeast
2016-03-13,1.08,2153888.26,753860.89,753860.89,107694.41,538472.06,conventional,Great_Lakes
2016-03-13,1.73,111644.77,39075.67,39075.67,5582.24,27911.19,organic,Great_Lakes
2016-03-13,1.14,2115871.35,740554.97,740554.97,105793.57,528967.84,conventional,MidSouth
2016-03-13,1.89,80648.56,28227.0,28227.0,4032.43,20162.14,organic,MidSouth
2016-03-13,1.31,3036038.63,1062613.52,1062613.52,151801.93,759009.66,conventional,SouthCentral
2016-03-13,1.66,128116.59,44840.81,44840.81,6405.83,32029.15,organic,SouthCentral
2016-03-20,1.13,2782217.53,973776.14,973776.14,139110.88,695554.38,conventional,California
2016-03-20,1.98,97658.1,34180.34,34180.34,4882.91,24414.53,organic,California
2016-03-20,1.16,3186772.2,1115370.27,1115370.27,159338.61,796693.05,conventional,West
2016-03-20,1.66,163587.42,57255.6,57255.6,8179.37,40896.85,organic,West
2016-03-20,1.09,2944172.94,1030460.53,1030460.53,147208.65,736043.23,conventional,Northeast
2016-03-20,1.54,118281.54,41398.54,41398.54,5914.08,29570.38,organic,Northeast
2016-03-20,1.09,2577237.29,902033.05,902033.05,128861.86,644309.32,conventional,Southeast
2016-03-20,1.59,107488.99,37621.15,37621.15,5374.45,26872.25,organic,Southeast
2016-03-20,1.01,2709939.82,948478.94,948478.94,135496.99,677484.96,conventional,Great_Lakes
2016-03-20,1.42,140155.24,49054.34,49054.34,7007.76,35038.81,organic,Great_Lakes
2016-03-20,1.16,1703480.82,596218.29,596218.29,85174.04,425870.2,conventional,MidSouth
2016-03-20,1.6,84042.79,29414.98,29414.98,4202.14,21010.7,organic,MidSouth
2016-03-20,1.18,3635833.38,1272541.68,1272541.68,181791.67,908958.34,conventional,SouthCentral
2016-03-20,1.37,203412.44,71194.35,71194.35,10170.62,50853.11,organic,SouthCentral
2016-03-27,1.13,3110884.43,1088809.55,1088809.55,155544.22,777721.11,conventional,California
2016-03-27,1.68,117360.09,41076.03,41076.03,5868.0,29340.02,organic,California
2016-03-27,1.12,3003259.48,1051140.82,1051140.82,150162.97,750814.87,conventional,West
2016-03-27,1.81,121015.62,42355.47,42355.47,6050.78,30253.9,organic,West
2016-03-27,1.34,2222383.82,777834.34,777834.34,111119.19,555595.95,conventional,Northeast
2016-03-27,1.54,115437.06,40402.97,40402.97,5771.85,28859.27,organic,Northeast
2016-03-27,0.97,2632148.6,921252.01,921252.01,131607.43,658037.15,conventional,Southeast
2016-03-27,1.69,110145.01,38550.75,38550.75,5507.25,27536.25,organic,Southeast
2016-03-27,0.99,2995238.94,1048333.63,1048333.63,149761.95,748809.73,conventional,Great_Lakes
2016-03-27,1.58,113084.55,39579.59,39579.59,5654.23,28271.14,organic,Great_Lakes
2016-03-27,1.31,1761132.03,616396.21,616396.21,88056.6,440283.01,conventional,MidSouth
2016-03-27,1.61,82411.57,28844.05,28844.05,4120.58,20602.89,organic,MidSouth
2016-03-27,0.93,4134003.5,1446901.22,1446901.22,206700.17,1033500.87,conventional,SouthCentral
2016-03-27,1.62,141704.09,49596.43,49596.43,7085.2,35426.02,organic,SouthCentral
2016-04-03,1.14,2905308.62,1016858.02,1016858.02,145265.43,726327.16,conventional,California
2016-04-03,1.62,123666.47,43283.26,43283.26,6183.32,30916.62,organic,California
2016-04-03,1.17,3088659.68,1081030.89,1081030.89,154432.98,772164.92,conventional,West
2016-04-03,1.49,183796.11,64328.64,64328.64,9189.81,45949.03,organic,West
2016-04-03,1.14,2689404.42,941291.55,941291.55,134470.22,672351.11,conventional,Northeast
2016-04-03,1.76,111312.79,38959.47,38959.47,5565.64,27828.2,organic,Northeast
2016-04-03,1.25,2197145.19,769000.82,769000.82,109857.26,549286.3,conventional,Southeast
2016-04-03,1.56,120465.86,42163.05,42163.05,6023.29,30116.47,organic,Southeast
2016-04-03,1.04,2618303.95,916406.38,916406.38,130915.2,654575.99,conventional,Great_Lakes
2016-04-03,1.65,100704.6,35246.61,35246.61,5035.23,25176.15,organic,Great_Lakes
2016-04-03,1.14,1655460.92,579411.32,579411.32,82773.05,413865.23,conventional,MidSouth
2016-04-03,1.57,92961.44,32536.5,32536.5,4648.07,23240.36,organic,MidSouth
2016-04-03,1.17,3006338.82,1052218.59,1052218.59,150316.94,751584.7,conventional,SouthCentral
2016-04-03,1.84,116253.54,40688.74,40688.74,5812.68,29063.39,organic,SouthCentral
2016-04-10,1.25,2661923.34,931673.17,931673.17,133096.17,665480.84,conventional,California
2016-04-10,1.55,167328.02,58564.81,58564.81,8366.4,41832.0,organic,California
2016-04-10,1.03,3747523.25,1311633.14,1311633.14,187376.16,936880.81,conventional,West
2016-04-10,1.8,111999.58,39199.85,39199.85,5599.98,27999.9,organic,West
2016-04-10,1.29,2257314.31,790060.01,790060.01,112865.72,564328.58,conventional,Northeast
2016-04-10,1.69,117894.27,41263.0,41263.0,5894.71,29473.57,organic,Northeast
2016-04-10,1.14,2568366.69,898928.34,898928.34,128418.33,642091.67,conventional,Southeast
2016-04-10,1.77,80636.81,28222.88,28222.88,4031.84,20159.2,organic,Southeast
2016-04-10,1.28,1742991.7,610047.1,610047.1,87149.59,435747.93,conventional,Great_Lakes
2016-04-10,1.8,100138.64,35048.52,35048.52,5006.93,25034.66,organic,Great_Lakes
2016-04-10,1.04,2079865.77,727953.02,727953.02,103993.29,519966.44,conventional,MidSouth
2016-04-10,1.48,97861.84,34251.64,34251.64,4893.09,24465.46,organic,MidSouth
2016-04-10,1.12,3656492.91,1279772.52,1279772.52,182824.65,914123.23,conventional,SouthCentral
2016-04-10,1.85,144968.28,50738.9,50738.9,7248.41,36242.07,organic,SouthCentral
2016-04-17,1.09,2980091.21,1043031.92,1043031.92,149004.56,745022.8,conventional,California
2016-04-17,1.4,151437.64,53003.17,53003.17,7571.88,37859.41,organic,California
2016-04-17,1.25,3124018.92,1093406.62,1093406.62,156200.95,781004.73,conventional,West
2016-04-17,1.46,153766.72,53818.35,53818.35,7688.34,38441.68,organic,West
2016-04-17,1.15,2724638.83,953623.59,953623.59,136231.94,681159.71,conventional,Northeast
2016-04-17,1.53,139727.77,48904.72,48904.72,6986.39,34931.94,organic,Northeast
2016-04-17,1.1,2497174.92,874011.22,874011.22,124858.75,624293.73,conventional,Southeast
2016-04-17,1.73,99208.78,34723.07,34723.07,4960.44,24802.2,organic,Southeast
2016-04-17,1.11,2369044.43,829165.55,829165.55,118452.22,592261.11,conventional,Great_Lakes
2016-04-17,1.64,99839.31,34943.76,34943.76,4991.97,24959.83,organic,Great_Lakes
2016-04-17,1.12,2218697.67,776544.18,776544.18,110934.88,554674.42,conventional,MidSouth
2016-04-17,1.73,76860.54,26901.19,26901.19,3843.03,19215.14,organic,MidSouth
2016-04-17,1.22,3003981.06,1051393.37,1051393.37,150199.05,750995.27,conventional,SouthCentral
2016-04-17,1.83,133049.38,46567.28,46567.28,6652.47,33262.35,organic,SouthCentral
2016-04-24,1.14,2984934.34,1044727.02,1044727.02,149246.72,746233.59,conventional,California
2016-04-24,1.41,144036.95,50412.93,50412.93,7201.85,36009.24,organic,California
2016-04-24,1.03,3522014.83,1232705.19,1232705.19,176100.74,880503.71,conventional,West
2016-04-24,1.91,136986.38,47945.23,47945.23,6849.32,34246.6,organic,West
2016-04-24,1.21,2584725.47,904653.91,904653.91,129236.27,646181.37,conventional,Northeast
2016-04-24,1.38,147903.26,51766.14,51766.14,7395.16,36975.81,organic,Northeast
2016-04-24,1.07,2466390.64,863236.72,863236.72,123319.53,616597.66,conventional,Southeast
2016-04-24,1.62,104082.48,36428.87,36428.87,5204.12,26020.62,organic,Southeast
2016-04-24,0.95,3061270.22,1071444.58,1071444.58,153063.51,765317.56,conventional,Great_Lakes
2016-04-24,1.49,122279.11,42797.69,42797.69,6113.96,30569.78,organic,Great_Lakes
2016-04-24,1.36,1432981.77,501543.62,501543.62,71649.09,358245.44,conventional,MidSouth
2016-04-24,1.27,122687.57,42940.65,42940.65,6134.38,30671.89,organic,MidSouth
2016-04-24,1.26,3464534.99,1212587.25,1212587.25,173226.75,866133.75,conventional,SouthCentral
2016-04-24,1.47,187396.77,65588.87,65588.87,9369.84,46849.19,organic,SouthCentral
2016-05-01,1.1,2827473.53,989615.73,989615.73,141373.68,706868.38,conventional,California
2016-05-01,2.05,75819.46,26536.81,26536.81,3790.97,18954.86,organic,California
2016-05-01,1.18,2918016.1,1021305.64,1021305.64,145900.81,729504.03,conventional,West
2016-05-01,1.81,113855.63,39849.47,39849.47,5692.78,28463.91,organic,West
2016-05-01,1.18,2369935.23,829477.33,829477.33,118496.76,592483.81,conventional,Northeast
2016-05-01,1.69,105871.61,37055.07,37055.07,5293.58,26467.9,organic,Northeast
2016-05-01,1.21,2051437.16,718003.01,718003.01,102571.86,512859.29,conventional,Southeast
2016-05-01,1.71,96157.53,33655.14,33655.14,4807.88,24039.38,organic,Southeast
2016-05-01,1.26,1919772.27,671920.29,671920.29,95988.61,479943.07,conventional,Great_Lakes
2016-05-01,1.38,143809.93,50333.47,50333.47,7190.5,35952.48,organic,Great_Lakes
2016-05-01,1.06,1898390.77,664436.77,664436.77,94919.54,474597.69,conventional,MidSouth
2016-05-01,1.56,101218.74,35426.56,35426.56,5060.94,25304.68,organic,MidSouth
2016-05-01,0.94,5249856.29,1837449.7,1837449.7,262492.81,1312464.07,conventional,SouthCentral
2016-05-01,1.81,126565.93,44298.08,44298.08,6328.3,31641.48,organic,SouthCentral
2016-05-08,1.14,2787251.19,975537.92,975537.92,139362.56,696812.8,conventional,California
2016-05-08,1.73,121132.86,42396.5,42396.5,6056.64,30283.22,organic,California
2016-05-08,1.21,2742739.47,959958.81,959958.81,137136.97,685684.87,conventional,West
2016-05-08,1.62,131415.22,45995.33,45995.33,6570.76,32853.81,organic,West
2016-05-08,1.13,2827255.71,989539.5,989539.5,141362.79,706813.93,conventional,Northeast
2016-05-08,1.74,78251.94,27388.18,27388.18,3912.6,19562.98,organic,Northeast
2016-05-08,1.22,2138603.97,748511.39,748511.39,106930.2,534650.99,conventional,Southeast
2016-05-08,1.65,97824.65,34238.63,34238.63,4891.23,24456.16,organic,Southeast
2016-05-08,1.26,2079883.78,727959.32,727959.32,103994.19,519970.94,conventional,Great_Lakes
2016-05-08,1.53,113141.17,39599.41,39599.41,5657.06,28285.29,organic,Great_Lakes
2016-05-08,1.05,1805325.72,631864.0,631864.0,90266.29,451331.43,conventional,MidSouth
2016-05-08,1.56,96598.53,33809.48,33809.48,4829.93,24149.63,organic,MidSouth
2016-05-08,1.25,2979922.61,1042972.91,1042972.91,148996.13,744980.65,conventional,SouthCentral
2016-05-08,1.76,135885.26,47559.84,47559.84,6794.26,33971.31,organic,SouthCentral
2016-05-15,1.09,3011778.51,1054122.48,1054122.48,150588.93,752944.63,conventional,California
2016-05-15,1.77,118139.64,41348.88,41348.88,5906.98,29534.91,organic,California
2016-05-15,1.27,2703254.27,946139.0,946139.0,135162.71,675813.57,conventional,West
2016-05-15,1.7,137851.24,48247.93,48247.93,6892.56,34462.81,organic,West
2016-05-15,1.15,2362153.62,826753.77,826753.77,118107.68,590538.4,conventional,Northeast
2016-05-15,1.63,107847.31,37746.56,37746.56,5392.37,26961.83,organic,Northeast
2016-05-15,1.08,2406032.22,842111.28,842111.28,120301.61,601508.06,conventional,Southeast
2016-05-15,1.53,110038.02,38513.31,38513.31,5501.9,27509.51,organic,Southeast
2016-05-15,0.96,2759499.28,965824.75,965824.75,137974.96,689874.82,conventional,Great_Lakes
2016-05-15,1.65,89727.73,31404.71,31404.71,4486.39,22431.93,organic,Great_Lakes
2016-05-15,1.22,1815012.8,635254.48,635254.48,90750.64,453753.2,conventional,MidSouth
2016-05-15,1.41,95301.38,33355.48,33355.48,4765.07,23825.34,organic,MidSouth
2016-05-15,1.07,3195419.55,1118396.84,1118396.84,159770.98,798854.89,conventional,SouthCentral
2016-05-15,1.77,124900.35,43715.12,43715.12,6245.02,31225.09,organic,SouthCentral
2016-05-22,1.12,2375027.39,831259.58,831259.58,118751.37,593756.85,conventional,California
2016-05-22,1.75,98852.92,34598.52,34598.52,4942.65,24713.23,organic,California
2016-05-22,1.16,2934278.8,1026997.58,1026997.58,146713.94,733569.7,conventional,West
2016-05-22,1.85,95633.0,33471.55,33471.55,4781.65,23908.25,organic,West
2016-05-22,0.85,3753427.56,1313699.64,1313699.64,187671.38,938356.89,conventional,Northeast
2016-05-22,1.92,102443.73,35855.31,35855.31,5122.19,25610.93,organic,Northeast
2016-05-22,1.17,2121226.06,742429.12,742429.12,106061.3,530306.51,conventional,Southeast
2016-05-22,1.77,82757.03,28964.96,28964.96,4137.85,20689.26,organic,Southeast
2016-05-22,1.2,2144250.83,750487.79,750487.79,107212.54,536062.71,conventional,Great_Lakes
2016-05-22,1.81,111786.93,39125.42,39125.42,5589.35,27946.73,organic,Great_Lakes
2016-05-22,1.19,1662140.14,581749.05,581749.05,83107.01,415535.04,conventional,MidSouth
2016-05-22,1.65,68232.12,23881.24,23881.24,3411.61,17058.03,organic,MidSouth
2016-05-22,1.08,3305302.43,1156855.85,1156855.85,165265.12,826325.61,conventional,SouthCentral
2016-05-22,1.57,155152.42,54303.35,54303.35,7757.62,38788.11,organic,SouthCentral
2016-05-29,1.07,3250029.24,1137510.23,1137510.23,162501.46,812507.31,conventional,California
2016-05-29,1.65,121612.33,42564.32,42564.32,6080.62,30403.08,organic,California
2016-05-29,1.12,3032365.48,1061327.92,1061327.92,151618.27,758091.37,conventional,West
2016-05-29,1.77,106818.24,37386.38,37386.38,5340.91,26704.56,organic,West
2016-05-29,1.08,2655418.96,929396.64,929396.64,132770.95,663854.74,conventional,Northeast
2016-05-29,1.45,127312.2,44559.27,44559.27,6365.61,31828.05,organic,Northeast
2016-05-29,1.1,2551612.59,893064.41,893064.41,127580.63,637903.15,conventional,Southeast
2016-05-29,1.69,99828.22,34939.88,34939.88,4991.41,24957.05,organic,Southeast
2016-05-29,1.24,1959854.15,685948.95,685948.95,97992.71,489963.54,conventional,Great_Lakes
2016-05-29,1.71,91469.81,32014.43,32014.43,4573.49,22867.45,organic,Great_Lakes
2016-05-29,1.18,1674691.12,586141.89,586141.89,83734.56,418672.78,conventional,MidSouth
2016-05-29,1.28,116616.29,40815.7,40815.7,5830.81,29154.07,organic,MidSouth
2016-05-29,1.29,2940782.65,1029273.93,1029273.93,147039.13,735195.66,conventional,SouthCentral
2016-05-29,1.79,141652.22,49578.28,49578.28,7082.61,35413.06,organic,SouthCentral
2016-06-05,1.16,2534750.93,887162.82,887162.82,126737.55,633687.73,conventional,California
2016-06-05,1.56,119647.63,41876.67,41876.67,5982.38,29911.91,organic,California
2016-06-05,1.21,2771969.08,970189.18,970189.18,138598.45,692992.27,conventional,West
2016-06-05,1.63,117699.24,41194.73,41194.73,5884.96,29424.81,organic,West
2016-06-05,1.15,2466884.81,863409.68,863409.68,123344.24,616721.2,conventional,Northeast
2016-06-05,1.43,103744.52,36310.58,36310.58,5187.23,25936.13,organic,Northeast
2016-06-05,1.09,2024356.9,708524.91,708524.91,101217.84,506089.22,conventional,Southeast
2016-06-05,1.57,99815.13,34935.3,34935.3,4990.76,24953.78,organic,Southeast
2016-06-05,1.1,2380301.1,833105.39,833105.39,119015.06,595075.28,conventional,Great_Lakes
2016-06-05,1.7,89342.09,31269.73,31269.73,4467.1,22335.52,organic,Great_Lakes
2016-06-05,1.21,1435442.35,502404.82,502404.82,71772.12,358860.59,conventional,MidSouth
2016-06-05,1.81,65433.63,22901.77,22901.77,3271.68,16358.41,organic,MidSouth
2016-06-05,1.22,2513004.4,879551.54,879551.54,125650.22,628251.1,conventional,SouthCentral
